Accession  no,Sex,Nutrition,Slaughter Group,Date of Birth,Slaughter Date,Days at Death,Sca_GLP,Sca_BG,Sca_SLC,Hum_GL,Hum_GLC,Hum_SD,Hum_Bd,Hum_BT,Hum_BFT,Hum_HT,Hum_HTC,Rad_GL,Rad_Bp,Rad_BFp,Rad_SDmm,Rad_Bd,Mtc_GL,Mtc_Bp,Mtc_BFp,Mtc_SD,Mtc_BFd,Mtc_WCM,Mtc_WCL,Mtc_Dem,Mtc_Del,Mtc_Dvm,Mtc_Dvl,Mtc_BdFus,Pel_SDpu,Pel_SDmmpu,Pel_MRDA,Fem_GL,Fem_GLC,Fem_TC,Fem_SD,Fem_Bd,Tib_GL,Tib_Bp,Tib_SDml,Tib_SDmin,Tib_Bd,Tib_Dd,Navcu_GB,Mtt_GL,Mtt_Bp,Mtt_BFp,Mtt_SD,Mtt_BFd,Mtt_WCM,Mtt_WCL,Mtt_Dem,Mtt_Del,Mtt_Dvm,Mtt_Dvl,Mtt_BdFus,Ast_GLl,Ast_Bd,Ast_Dl,Cal_GL,Cal_BS,Cal_C,Cal_C&D,Cal_GDde,Sca_coracoid_fus,Hum_prox_fus,Hum_dist_fus,Rad_prox_fus,Rad_dist_fus,Mtc_dist_fus,Pel_acetabulum_fus,Fem_caput_fus,Fem_gt_fus,Fem_dist_fus,Tib_prox_fus,Tib_dist_fus,Mtt_dist_fus,Cal_prox_fus,Pph_fore_int_fus,Pph_fore_ext_fus,Pph_dist_int_fus,Pph_dist_ext_fus,Mph_fore_int_fus,Mph_fore_ext_fus,Mph_dist_int_fus,Mph_dist_ext_fus
3734,Female,Low,6,03/05/97,12/09/2000,1228,28.81,18.26,16.96,126,113,13.47,28.45,25.48,24.96,16.74,13.13,126,27.28,25,15.68,25.7,103,20.8,20.27,12.48,21.86,10.2,9.75,9.39,8.58,14.39,13.7,22.26,4.01,6.76,4.78,152,151,18.26,15.87,34.38,172,37.23,13.99,9.63,23.55,17.92,20.43,111,18.46,18.31,10.85,20.66,9.55,8.75,8.62,8.07,14.31,13.25,20.8,25.74,16.31,13.57,49.67,14.13,11.76,20.59,20.58,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3735,Male,Low,7,5/22/1998,11/12/2001,1299,32.96,19.85,19.98,138,123,15.11,32.6,30.2,29.61,18.59,14.74,142,33.64,30.44,18.33,29.9,116.5,23.89,23.04,14.54,24.57,11.5,11.05,11.07,10.46,16.17,15.49,24.88,7.12,9.54,7.14,161.5,161,20.63,17.15,38.65,195,43.92,16.95,12.41,27.01,20.41,22.58,127.5,21.14,19.97,12.39,23.51,10.9,10.15,9.95,9.92,16.5,15.46,23.37,27.54,18.29,15.19,52.21,16.56,12.27,21.89,22.47,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3736,Castrate,High,1,16/05/01,12/12/2001,210,31.97,20.29,17.02,122.5,110,12.61,29.21,27.33,26.47,18.37,14.84,126,29.26,27.74,15.39,29.66,111,22.92,22.38,12.66,23.77,11.2,10.9,10.86,9.86,15.83,15.14,26.01,7.18,7.9,6.7,149.5,147,20.15,15.14,37.35,176.5,38.05,13.24,10.49,26.27,20.23,22.34,122,19.87,19.73,11.01,22.82,11.05,9.6,10.34,9.33,15.66,14.47,24.47,28.34,17.91,15.08,51.91,15.14,12.25,21.46,22.22,fu,u,fu,fu,u,u,fu,u,u,u,u,u,u,u,u,u,u,u,fo,fo,fo,fo
3737,Female,Low,7,5/12/1998,11/12/2001,1309,30.44,20.18,18.48,132,119.5,14.42,30.36,28.22,27.68,17.85,14.66,141,30.56,28.26,17.26,28.89,112.5,21.46,20.78,13.47,23.37,10.9,10.4,10.32,9.57,15.24,14.77,22.99,4.95,8.18,4.34,158.5,156,18.56,16.36,36.55,187.5,40.28,14.29,11.33,25.12,19.42,21.44,121,18.75,18.44,11.34,21.98,10.1,9.4,9.3,8.67,14.99,14.11,21.43,26.88,17.07,14.85,50.64,15.15,11.96,20.66,21.12,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3738,Male,High,1,13/05/01,12/12/2001,213,32.57,21.21,17.69,127.5,114.5,14.08,31.22,28.37,27.18,18.38,14.93,129,29.21,27.77,16.3,29.05,106.5,22.54,22.35,12.84,25.26,11.8,11.3,10.56,9.75,15.74,14.85,26.95,9.61,10.39,8.21,150.5,152,21.83,16.49,37.58,175,39.65,13.82,11.67,27.1,21.26,23.02,112,20.63,20.3,11.42,24.6,11.6,10.45,9.88,8.98,15.54,14.81,25.72,29.03,18.64,15.65,53.1,15.49,12.99,22.31,22.76,fo,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
3739,Female,High,1,12/05/01,12/12/2001,214,28.8,17.51,16.38,116,104,12.05,27.53,25.57,24.96,17.18,14.13,121,27.26,25.65,14.43,27.31,106,21.74,20.93,11.75,21.97,10.2,9.8,9.84,9.29,15,14.44,23.65,5.08,6.61,4.87,143,144,19.52,13.73,35.42,169.5,37.86,13.54,10.01,24.99,18.88,21.38,115,19.05,18.67,10.25,21.71,10.25,9.1,9.39,8.64,15.28,14.19,22.86,26.48,17.15,14.43,50.15,15.06,12.27,20.24,21.03,fu,u,fu,fu,u,u,fu,u,u,u,u,u,u,u,fo,fo,fo,fo,fu,fu,fu,fu
3740,Female,Low,7,4/30/1998,05/12/2001,1315,30.01,18.02,19.31,131,118,13.8,29.23,26.82,26.55,17.49,14.14,138,29.64,26.55,15.93,27.85,112,22.36,21.73,13,23.83,11.05,10.6,10.86,10.36,15.6,15.23,22.51,4.28,8.31,3.16,153,154,20.11,15.88,36.36,184,40.42,14.06,10.61,25.91,19.89,22.65,122.5,20,19.69,11.37,23,10.85,9.9,9.75,9.6,15.66,14.89,21.98,26.57,18.05,14.57,51.83,15.53,12.48,21.36,21.51,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3741,Female,High,7,5/2/1998,05/12/2001,1313,30.47,18.22,18.22,138,123.5,14.3,28.8,26.82,26.53,17.06,13.97,147,30.06,27.24,16.48,28.1,120.5,21.32,20.38,12.18,23.42,11,10.55,10.33,10,15.59,15,23.61,5.56,7.7,4.93,167.5,167.5,19.91,15.7,36.73,195.5,39.63,14.25,10.42,24.71,19.04,21.82,130.5,19.66,19.53,10.66,22.45,10.55,9.85,9.36,8.78,15.43,14.61,21.83,26.54,18.12,14.8,52.19,15.74,12.76,21.46,21.38,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3742,Female,High,1,17/05/01,12/12/2001,209,29.53,18.23,16.63,114.5,103.5,11.88,27.59,25.01,24.56,16.13,13.28,117,27.29,25.2,14.1,26.96,101.5,20.7,20.23,11.44,22.84,10.8,10.4,9.34,8.6,14.26,13.65,23.99,5.67,7.67,4.81,138,139,18.96,13.36,33.92,167,35.91,12.57,10.07,24.27,19.11,20.99,109.5,18.78,18.73,10.04,21.76,10.55,9.55,8.1,7.49,14.41,13.28,22.12,25.39,16.58,13.67,48.71,14.19,11.76,20.34,20.59,fo,u,fu,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,fo,fo,fo,fo
3743,Female,High,7,5/8/1998,05/12/2001,1307,29.15,18.34,17.51,130,115,13.56,27.87,25.59,25.4,16.92,12.84,135,29.54,26.37,16.21,28.16,113.5,21.72,20.68,13.18,23.74,11,10.35,9.98,9.48,14.99,14.55,24.33,4.69,8.58,4.49,156.5,155,19.25,16.04,35.61,185,37.38,13.92,10.82,24.48,18.93,21.4,121.5,18.99,18.76,11.24,22.39,10.2,9.4,9.29,8.45,15.01,14.14,23.07,24.79,16.75,13.68,51.64,14,11.85,20.71,19.99,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3744,Male,High,1,15/05/01,12/12/2001,211,33.89,20.36,17.63,132,120,13.8,31.53,29.55,28.41,18.86,14.96,135.5,31.71,28.9,16.63,30.62,114,23.21,23.13,13.47,25.26,11.85,11.3,10.98,10.09,16.39,15.37,27.23,9.9,11.41,8.54,157,161,22.39,15.95,39.33,185,41.08,13.91,11.77,27.83,22.06,23.94,122.5,20.6,20.59,11.37,24.65,11.65,10.4,10.28,9.09,16.44,15.3,25.32,29.48,19.11,15.65,54.69,16.09,13.12,22.76,23.48,fo,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,fo,fo,fo,fo
3745,Female,Low,7,5/14/1998,11/12/2001,1307,30.78,19.31,17.87,128,114,13.83,28.49,26.64,25.99,16.87,12.52,131.5,29,26.74,15.46,26.54,105,21.53,20.56,12.6,23.11,10.75,10.4,9.79,9.14,14.62,14.23,22.77,4.74,8.09,4.68,151.5,150.5,19.37,15.49,35.25,176,37.34,13.29,10.94,23.68,18.22,20.63,116,18.3,17.99,10.42,22.4,10.25,9.55,9.03,8.35,14.56,13.75,22.14,25.23,16.75,14.31,51.4,14.51,11.9,20.45,20.5,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3746,Female,High,7,5/9/1998,11/12/2001,1312,29.86,19.25,17.69,132,118.5,13.71,29.63,27.69,27.54,17.28,14.03,144,30.66,27.9,15.15,27.79,119,22.61,21.75,12.5,23.36,10.5,10.2,10.9,10.64,15.74,15.52,23.39,4.05,6.1,3.22,164.5,161,19.91,15.81,37.08,190,40.49,14.09,10.53,26.09,18.87,22.15,129,20.01,19.58,10.94,22.38,10.6,9.55,10.36,9.95,16.15,15.19,22.28,26.93,17.8,15.35,52.3,15.81,13.02,21.4,22.28,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3747,Castrate,Low,1,23/05/01,13/12/2001,204,30.6,17.67,16.43,118,107,12.65,28.39,26.83,26.11,16.84,14.03,123,28.44,26.69,15.2,28.1,108.5,21.97,21.66,12.78,23.93,11.25,10.85,10.64,10.09,15.06,14.6,24.98,6.83,7.96,6.38,140,142,19.44,15.13,36.88,169.5,38.06,13.22,10.21,25.99,20.34,21.52,118.5,19.45,19.01,11.11,23.66,11.2,9.9,10.09,9.35,15.07,14.19,24.6,27.55,17.43,14.99,52.08,15.23,12.14,21.93,22.42,fo,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
3748,Castrate,High,1,18/05/01,13/12/2001,209,31.49,19.34,15.74,120,119.5,11.76,29.12,27.51,26.54,18.33,14.77,129,29.37,27.49,13.79,29,114.5,23.55,23.11,12.34,24.49,11.5,11.15,11.17,10.72,15.85,15.42,25.69,7.71,9.2,7.74,145,148,19.36,13.64,35.91,179,38.85,12.59,10.53,26.33,19.93,22.63,124.5,20.84,20.78,10.5,24.12,11.15,9.95,10.71,9.81,15.97,14.94,25.3,28.08,18.39,15.12,53.48,16.11,11.79,21.64,22.14,fu,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
3749,Female,High,7,5/9/1998,11/12/2001,1312,31.89,19.15,17.82,134,120,14.33,30.16,27.75,27.19,17.71,14.26,141.5,30.13,28.05,16.02,29.15,112,22.98,22.02,13.09,24.74,11.55,11.15,10.17,9.31,15.41,14.83,24.64,6.04,8.2,4.05,162,161,20.46,16.21,36.41,186,39.39,14.17,10.6,25.31,19.77,22.84,120.5,19.86,19.75,11.19,23.12,10.75,9.75,9.43,8.68,15.36,14.36,23.03,28.17,18.25,15.16,52.41,15.09,13.17,21.63,21.72,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3750,Female,High,9,5/8/1997,03/12/2001,1670,31.92,19.35,18.42,133,117,14.47,29.11,27.31,26.47,18.17,14.31,139,29.8,26.78,16.22,29.55,116.5,22.08,20.86,13.56,22.75,10.6,10.25,10.32,9.65,15.28,14.8,23.28,3.8,8.88,4.22,164,161.5,20.01,17.16,37.6,187.5,39.69,14.88,11.15,25.92,19.51,22.08,127.5,19.66,19.13,11.56,22.3,10.45,9.4,9.83,9.09,15.34,14.23,22.56,27.22,17.49,14.85,52.41,15.35,12.24,21.34,21.36,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3751,Castrate,Low,5,5/14/1999,04/12/2001,935,33.44,21.09,20.94,142,127,15.75,33.02,30.19,29.98,19.87,15.49,154,32.12,30.08,18.03,31.37,121,23.12,22.74,14.69,26.45,12.15,12.05,11.29,10.64,16.69,16.41,27.33,6.85,9.12,5.01,176,175,21.65,18.92,40.19,204,42.83,16.01,12.4,27.73,21.44,23.88,130.5,20.31,20.24,12.93,25.53,12.05,11,10.08,9.87,16.71,15.97,25.7,30.61,18.9,16.69,57.86,16.98,13.89,24.09,24.32,fu,fg,fu,fu,u,fo,fu,fg,fo,u,u,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu
3752,Castrate,High,9,5/8/1997,03/12/2001,1670,33.73,21.64,22.2,138,121,14.96,33.1,30.91,30,20.23,15.1,155,32.84,29.65,18.5,30.88,127,24.91,24.14,14.71,25.95,12.1,11.85,11.35,10.84,17.12,16.43,26.8,7.16,9.45,6.4,171,170,21.14,17.28,40.23,204.5,42.67,15.86,13.15,28.11,21.08,24.25,136,21.99,21.58,12.54,25.63,11.8,11.25,10.59,9.87,16.73,16.23,24.97,29.47,19.04,15.92,58.21,17.03,13.21,23.26,23.26,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3753,Female,High,1,16/05/01,12/12/2001,210,29.62,17.43,15.59,114,103,11.78,27.02,25.38,24.79,16.1,13.42,119,27.06,25.53,14.06,26.96,104,20.64,20.63,12.41,24.1,11,10.6,9.67,9.12,14.85,14.37,24.97,5.74,7.98,4.13,136.5,138.5,19.52,13.96,34.72,161.5,36.48,12.82,9.98,24.45,18.95,21.57,111.5,19.13,19.11,10.58,23.29,10.9,9.4,9.03,8.05,14.92,14.01,23.99,26.25,17.29,14.71,48.53,14.52,12.26,20.65,20.77,fo,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
3754,Castrate,Low,7,5/14/1998,11/12/2001,1307,32.98,20.43,18.84,142,126.5,14.64,31.22,29.23,28.85,18.74,14.66,158,32.33,29.51,16.53,29.42,125,23.32,22.14,14.47,25.63,11.65,11.25,11.17,10.27,16.3,15.72,25.39,5.98,8.51,5.55,173,171.5,20.65,16.6,38.28,205.5,39.96,15.02,11.4,27.2,20.15,22.58,138,20.8,20.17,12.24,25.23,12.05,10.3,10.41,9.58,16.3,15.34,24.8,29.09,18.46,15.89,57.44,16.11,12.77,22.37,23.4,fu,fg,fu,fu,fo,fu,fu,fo,fu,u,u,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3755,Female,Low,7,5/7/1998,05/12/2001,1308,31.94,18.22,18.72,123,110.5,13.77,27.65,25.92,25.7,16.62,12.99,125.5,29.77,26.8,15.73,28.24,105.5,21.93,21.47,13.58,23.46,10.85,10.7,10.41,9.62,14.81,14.37,23.45,4.35,7.46,4.54,146,144.5,18.44,15.89,35.04,177,39.53,14.43,10.62,24.94,19.2,21.57,115,19.52,19.15,11.27,22.2,10.35,9.4,9.85,8.88,15.02,14.01,22.15,26.23,17.13,14.13,51.77,14.82,12.03,20.81,20.96,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3756,Male,High,1,12/05/01,11/12/2001,213,30.3,17.54,15.82,113,103,11.15,29,27.03,26.42,17.49,13.98,119,28.54,26.47,14.25,26.69,101,21.52,21.25,12.04,23.56,10.95,10.75,10.41,9.96,15.22,14.84,23.42,8.82,10.13,7.88,139,142,19.55,13.8,35.19,164,36.75,12.71,9.95,24.23,19.16,21.5,109,19.38,19.26,10.42,22.27,10.6,9.75,9.58,8.65,15.19,14.21,23.51,25.83,17.32,14.15,48.98,14.82,12.1,20.23,20.83,fu,u,fu,fu,u,u,fo,u,u,u,u,u,u,u,u,fg,u,u,fu,fu,fo,fg
3757,Male,High,5,5/25/1999,04/12/2001,924,31.46,18.8,20.61,131.5,116.5,14.87,30.25,28.13,27.27,18.32,14.13,136,30.43,27.53,17.96,30.3,111.5,22.41,21.9,14.42,24.36,11.35,10.9,10.61,10.1,15.54,15,24.58,8.26,9.79,7.63,158,156,19.51,16.68,38.71,188,40.97,14.82,11.59,25.43,19.84,21.92,122,19.72,19.4,11.98,23.1,10.65,9.85,9.93,9.71,15.48,14.72,22.82,25.49,17.41,14.31,51.52,15.72,11.47,20.1,20.63,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3758,Female,Low,7,4/29/1998,05/12/2001,1316,32.16,19.16,19.7,132,117,14.27,29.91,27.92,27.23,17.77,14.44,139,30,27.73,16.36,29.13,111.5,22.37,21.69,12.93,24.21,11.4,10.95,10.86,10.21,15.58,15,24.04,4.25,9.33,3.53,158.5,158,20.45,16.71,38.17,188.5,40.64,13.71,10.51,25.51,20.2,22.62,120.5,19.83,19.72,10.77,23.71,11.15,10,10.17,9.29,15.8,14.83,23.32,27.02,18.14,15.57,53.56,15.53,12.7,22.23,22.08,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3759,Female,Low,6,01/05/97,12/09/2000,1230,30.4,19.79,18.43,128.5,114.5,13.82,28.73,27.1,26.64,17.97,14.16,135.5,29.86,27.39,16.95,28.62,114,21.94,21.17,12.82,23.42,11.1,10.5,10.41,9.63,16.04,15.43,24.16,4.48,8.43,4.23,157.5,157.5,19.73,15.91,37.2,182,40.21,14.44,10.6,25.5,19.11,21.92,123,19.1,19.06,10.74,22.51,10.45,9.65,9.49,8.57,16.26,15.02,22.34,27.37,17.94,14.68,53.11,15.19,11.64,21.15,21.5,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3760,Female,Low,1,15/05/01,12/12/2001,211,29.15,17.46,14.71,118,107,11.9,27.61,25.85,25.34,16.37,13.64,122.5,27.52,25.98,14.34,26.37,103,20.42,20.31,11.97,23.3,10.9,10.55,9.95,9.2,15.21,14.53,23.38,4.4,7.08,3.67,140.5,144,19.03,13.36,35.26,167,36.94,12.83,10.01,24.32,19.71,21.9,112.5,18.93,18.89,10.15,22.62,10.55,9.8,8.97,8.44,15.09,14.3,22.62,28.17,17.72,15.1,49.41,15.11,12.99,22.29,22.01,fu,u,fu,fu,u,u,fu,u,u,u,u,u,u,u,u,u,u,u,fo,fo,fo,fo
3761,Male,Low,1,15/05/01,12/12/2001,211,29.69,18.73,16.53,110,100.5,12.67,28.99,26.8,25.83,17.24,14.29,115,27.23,25.68,14.03,27.19,99,22.09,21.66,12.56,24.25,11.1,10.8,10.01,9.32,15.54,14.79,25.11,7.55,8.39,6.64,132.5,135,19.28,14.03,35.54,158,36.87,12.35,10.13,25.62,19.48,22.03,106,19.28,19.21,10.33,23.29,10.95,9.9,9.08,8.47,15.33,14.56,23.22,26.99,17.68,15.23,47.18,15.08,12.04,20.08,21.03,fu,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
3762,Female,High,9,5/6/1997,03/12/2001,1672,31.66,19.13,19.78,135,119,14.53,29.78,27.54,27.02,18.03,13.73,140.5,30.83,27.73,17.63,28.33,115.5,22.1,21.38,13.65,23.49,11.05,10.25,10.87,10.18,15.98,15.29,23.94,5.48,8.58,4.66,164,162,19.32,17.35,37.52,196,41.48,15.78,12.25,26.24,19.73,22.53,125,19.2,19.12,11.99,22.46,10.75,9.3,9.9,9.47,15.8,14.67,22.1,25.65,17.45,14.61,53.26,16.11,13.34,21.07,20.67,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3763,Female,Low,5,5/11/1999,04/12/2001,938,29,17.53,18.17,129.5,116,13.04,28.5,26.67,26.48,17.48,13.69,139.5,29.02,27.05,15.82,27.46,116.5,21.16,20.79,12.66,22.65,10.4,10.2,10.28,9.9,15.45,14.93,21.76,3.86,7.03,4.31,156.5,155,19,15.12,34.56,190,38.77,13.24,10.82,24.37,18.29,20.4,125.5,18.51,18.28,10.38,21.77,10.25,9.2,9.36,8.9,15.31,14.28,21.33,26.02,16.38,13.7,50.51,14.29,11.78,20.6,20.75,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3764,Female,High,9,5/3/1997,03/12/2001,1675,32.69,19.11,19.17,139,123.5,14.76,31.44,28.46,28.42,18.26,14.78,149,32.13,29.79,17.5,29.57,122.5,23.16,22.31,13.39,25.06,11.75,11.3,10.78,9.86,16.19,15.59,25.4,5.47,8.09,4.42,169.5,167,21.15,17.5,38.43,196.5,41.07,14.75,12.12,26.69,20.43,24.2,129,20.78,20.39,12.11,24.01,11.3,10.4,10.21,9.03,16.23,15.17,23.54,27.98,19.14,15.57,55.1,16.9,12.23,21.87,22.14,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3765,Castrate,High,7,5/10/1998,11/12/2001,1311,33.41,19.7,21.47,145.5,130,15.1,32.28,30.64,30.3,18.6,14.21,156.5,33.44,30.95,17.68,31.31,120.5,23.82,22.34,15.03,26.45,12.05,11.3,10.41,10,15.41,14.85,25.27,7.97,9.76,6.52,177,176.5,20.87,16.83,38.97,217,40.92,15.06,12.43,25.57,20.72,22.97,128.5,20.62,20.43,13,23.79,11,10.3,9.86,8.83,15.3,14.44,23.81,26.61,18.26,14.79,55.23,16.26,12.42,21.85,21.84,fu,fg,fu,fu,fu,fu,fu,fu,fu,fu,fg,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3766,Female,Low,5,5/9/1999,04/12/2001,940,29.89,18.37,17.83,128,115.5,13.56,28.15,26.18,25.87,16.7,13.19,139,29.23,26.42,16.88,27.46,108.5,21.76,20.68,12.5,22.46,10.6,10.15,9.81,9.15,14.61,14.14,22.71,5.38,6.98,4.15,155,154,18.85,15.31,35.41,187.5,38.56,14.63,10.82,24.99,18.95,21.63,116,20.13,19.78,10.82,21.42,10.15,9.15,9.01,8.58,14.77,13.76,21.03,25.44,17.41,14.21,51.29,14.78,11.67,20.47,20.98,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3767,Male,High,1,13/05/01,12/12/2001,213,30.28,19.68,16.07,118,106,11.92,29,27.01,26.67,17.04,13.62,123,28.46,27.05,15.16,27.31,108.5,21.42,20.94,12.09,22.58,10.5,10.1,10.79,10.41,15.25,14.86,23.99,8.31,9.01,6.74,143.5,145,19.38,13.4,36,171.5,37.27,12.7,10.79,24.83,19.81,21.86,119,19.26,19.22,10.19,22.11,10.35,9.4,9.93,9.28,15.1,14.33,23.47,25.45,17.26,14.58,49.61,15.03,11.61,20.47,20.56,fu,u,fu,fu,u,u,fu,u,u,u,u,u,u,u,u,u,u,u,fo,fo,fo,fo
3768,Female,Low,1,15/05/01,12/12/2001,211,28.24,17.33,15.64,116,106,12.28,27.14,24.89,24.52,15.77,12.9,123,26.57,25.16,13.71,26.18,104,20.8,20.39,11.63,21.56,9.9,9.75,9.69,9.22,14.69,14.26,22.96,5.26,6.04,5.17,138.5,139,18.78,13.49,33.11,166.5,34.98,12.17,9.98,23.92,18.36,20.43,111.5,18.47,18.24,9.81,21.08,9.85,9.05,9.06,8.61,14.65,13.9,21.23,26.15,16.55,14.26,47.46,14.11,11.55,20.49,20.59,fu,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,fo,u,fo,fo
3769,Castrate,High,1,20/05/01,13/12/2001,207,32.62,20.39,17.03,126,113,12.96,30.56,29.01,28.27,19.07,15.47,135,30.51,28.64,14.67,29.27,112,24.18,23.59,12.67,26.17,12.25,11.85,11.52,10.77,16.91,16.25,27.59,8.19,9.52,6.92,157,157,21.73,15.26,38.45,183,39.46,13.91,10.63,27.72,21.57,23.98,121,21.38,21.41,11.08,25.91,12.2,10.9,11.02,9.84,17.06,16,26.05,30.74,19.31,17.47,54.57,17.29,13.82,23.8,23.83,fo,u,fu,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
3770,Male,Low,1,20/05/01,13/12/2001,207,31.85,19.87,17.77,118,107.5,13.38,29.47,27.15,26.72,17.93,15.17,121,29.15,27.09,15.33,29.37,104,23.13,22.26,13.3,24.77,11.7,11.55,10.87,10.21,16.36,15.51,25.51,8.39,10.17,8.78,142.5,142,20.53,15.18,36.68,166.5,39,13.57,10.82,25.97,20.86,23.12,112,20.53,20.15,11.11,23.93,11.25,10.2,10.15,8.72,16.17,15.06,24.23,28.37,18.83,15.51,49.95,15.07,12.78,21.56,22.41,fo,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,fo,fo,fo,fg
3771,Male,Low,2,05/05/99,06/09/2000,490,31.95,19.52,18.59,127,114,13.51,30.9,28.53,28.43,18.19,14.82,135,30.86,29.22,17.42,29.8,111,23.02,22.27,13.97,24.85,11.4,11.4,10.81,9.98,15.55,15.08,26.41,7.23,9.21,6.91,156,156.5,20.51,16.03,38.46,181,40.81,15.1,11.66,25.6,20.28,22.09,117,20.09,19.78,11.91,24.38,11.05,10.35,9.62,8.9,15.38,14.33,24.41,26.45,17.53,14.76,53.07,15.55,12.31,20.95,21.48,fu,u,fu,fu,u,u,fu,u,u,u,u,fo,u,u,fo,fo,fo,fo,fu,fu,fu,fu
3772,Female,Low,6,01/05/97,12/09/2000,1230,30.78,18.19,18.82,133,118.5,14.16,28.84,27.02,26.7,17.41,13.76,139,29.6,26.94,17.17,28.77,115,22.01,20.79,12.86,23.97,11.25,10.75,10.55,9.87,15.39,14.66,24.08,4.67,9.05,4.71,161,159.5,19.3,16.9,36.45,189,39.17,14.47,11.04,24.89,19.42,20.99,125,19.54,19.03,11.27,22.51,10.7,9.55,9.7,8.94,15.32,14.31,22.4,25.69,16.76,14.3,51.31,14.85,11.76,20.69,20.3,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3773,Female,Low,6,04/05/97,12/09/2000,1227,29.07,17.38,17.23,127.5,113,13.14,27.07,25.77,25.56,15.9,13.06,128,28.54,26,15.19,27.89,108,21.8,20.96,11.86,23.13,10.65,10.3,9.76,9.46,15.08,14.63,22.82,4.53,7.46,3.7,152,148,18.11,14.14,36.17,179,39.49,13.14,10.07,24.58,18.34,21.63,116.5,19.44,19.41,9.99,21.86,10.3,9.3,8.93,8.51,15.01,14.21,21.48,25.61,17.17,14.11,48.52,14.14,12.33,20.46,21.06,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
